,Starters,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,GAMEID,MIN,SEC,TT,TTSHARE,PTSSHARE,PPM,PPM_ZSCORE,EPTS,EPTS_ZSCORE,EPTS_DIFF,PTSCAP,PTSCAP_SHARE
0,Giannis Antetokounmpo,36:26,21,39,.538,2,8,.250,10,15,.667,4,15,19,2,0,0,3,2,54,+10,202302020MILMIL,36,26,36.43333333333333,0.15180555555555553,0.5094339622641509,1.482159194876487,2.4607991946309906,16.091388888888886,1.374243943252058,-37.908611111111114,1967.3999999999999,0.5881995345986536
1,Jrue Holiday,34:13,4,15,.267,2,6,.333,2,2,1.000,0,4,4,8,0,0,3,4,12,-11,202302020MILMIL,34,13,34.21666666666667,0.14256944444444444,0.11320754716981132,0.35070628348757915,-0.007011885574784289,15.112361111111111,1.2163297108196136,3.1123611111111114,410.6,0.12275832515309912
2,Pat Connaughton,31:49,3,5,.600,1,3,.333,1,1,1.000,1,9,10,0,1,0,1,0,8,-1,202302020MILMIL,31,49,31.816666666666666,0.13256944444444443,0.07547169811320754,0.25144054478784705,-0.22352031237913075,14.05236111111111,1.0453549027724556,6.052361111111111,254.53333333333333,0.07609860130451898
3,Grayson Allen,24:01,1,3,.333,1,3,.333,1,2,.500,0,2,2,0,0,0,0,4,4,-4,202302020MILMIL,24,1,24.016666666666666,0.10006944444444443,0.03773584905660377,0.16655100624566274,-0.40867282000827976,10.60736111111111,0.48968677661919174,6.607361111111111,96.06666666666666,0.028721342189578798
4,Brook Lopez,23:22,3,5,.600,0,2,.000,0,0,,2,3,5,0,0,0,1,2,6,-32,202302020MILMIL,23,22,23.366666666666667,0.0973611111111111,0.05660377358490566,0.25677603423680456,-0.211883080420184,10.320277777777777,0.4433810994397531,4.320277777777777,140.2,0.041916018476533104
6,Joe Ingles,27:16,1,3,.333,1,3,.333,0,0,,0,2,2,3,0,0,1,1,3,+5,202302020MILMIL,27,16,27.266666666666666,0.1136111111111111,0.02830188679245283,0.11002444987775062,-0.5319628488963325,12.042777777777776,0.7212151625163847,9.042777777777776,81.8,0.024455993661771813
7,Wesley Matthews,24:49,0,4,.000,0,4,.000,3,4,.750,0,1,1,0,1,0,0,0,3,+8,202302020MILMIL,24,49,24.816666666666666,0.10340277777777776,0.02830188679245283,0.12088650100738751,-0.5082716374798762,10.960694444444442,0.5466783793015775,7.960694444444442,74.45,0.022258541908544153
8,Khris Middleton,19:59,6,14,.429,2,6,.333,2,3,.667,1,6,7,2,0,0,1,2,16,+1,202302020MILMIL,19,59,19.983333333333334,0.08326388888888889,0.1509433962264151,0.8006672226855712,0.9743975749828933,8.825972222222221,0.20235411309549547,-7.174027777777779,319.73333333333335,0.09559164270730043
9,Jevon Carter,16:48,0,2,.000,0,2,.000,0,0,,0,3,3,1,0,0,0,2,0,+23,202302020MILMIL,16,48,16.8,0.06999999999999999,0.0,0.0,-0.7719370924276482,7.419999999999999,-0.024424972578165553,7.419999999999999,0.0,0.0
10,George Hill,1:17,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+6,202302020MILMIL,1,17,1.2833333333333332,0.005347222222222221,0.0,0.0,-0.7719370924276482,0.5668055555555555,-1.1298245996052776,0.5668055555555555,0.0,0.0
11,Thanasis Antetokounmpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202302020MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.2212486289082718,0.0,0.0,0.0
12,MarJon Beauchamp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202302020MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.2212486289082718,0.0,0.0,0.0
13,Sandro Mamukelashvili,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202302020MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.2212486289082718,0.0,0.0,0.0
14,Jordan Nwora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202302020MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.2212486289082718,0.0,0.0,0.0
0,Giannis Antetokounmpo,35:58,13,19,.684,0,2,.000,9,16,.563,1,14,15,11,1,1,3,2,35,+19,202302040MILMIL,35,58,35.96666666666667,0.1498611111111111,0.2845528455284553,0.9731232622798888,1.2667018703865138,18.432916666666667,1.2705162021083094,-16.567083333333333,1258.8333333333335,0.3372552521711951
1,Jrue Holiday,34:22,6,9,.667,3,5,.600,0,0,,1,4,5,2,2,0,3,1,15,+5,202302040MILMIL,34,22,34.36666666666667,0.14319444444444446,0.12195121951219512,0.4364694471387003,-0.12249245734508896,17.612916666666667,1.1625239319569325,2.612916666666667,515.5,0.13810810207407737
2,Grayson Allen,33:23,7,11,.636,4,7,.571,1,1,1.000,2,1,3,3,2,0,0,2,19,+21,202302040MILMIL,33,23,33.38333333333333,0.13909722222222223,0.15447154471544716,0.5691462805791313,0.22095782519570722,17.108958333333334,1.0961536825930658,-1.8910416666666663,634.2833333333333,0.16993145944497778
3,Brook Lopez,33:21,4,11,.364,0,3,.000,1,4,.250,2,4,6,0,0,3,0,4,9,+6,202302040MILMIL,33,21,33.35,0.13895833333333335,0.07317073170731707,0.2698650674662669,-0.5537683612633265,17.091875,1.0939038436315789,8.091875000000002,300.15000000000003,0.0804134759215021
4,Pat Connaughton,30:36,5,10,.500,4,9,.444,0,0,,1,4,5,1,0,0,0,2,14,-2,202302040MILMIL,30,36,30.6,0.1275,0.11382113821138211,0.45751633986928103,-0.06800998992797765,15.682500000000001,0.9082921293089001,1.682500000000001,428.40000000000003,0.11477305708736131
6,Khris Middleton,20:28,9,14,.643,1,4,.250,5,5,1.000,2,5,7,4,1,0,4,1,24,+3,202302040MILMIL,20,28,20.466666666666665,0.08527777777777777,0.1951219512195122,1.1726384364820848,1.7831714089942916,10.489166666666666,0.22434108501684774,-13.510833333333334,491.19999999999993,0.1315978656426514
7,Wesley Matthews,19:07,0,2,.000,0,1,.000,1,2,.500,0,4,4,0,0,0,2,1,1,-5,202302040MILMIL,19,7,19.116666666666667,0.07965277777777778,0.008130081300813009,0.05231037489102005,-1.1169354093116346,9.797291666666666,0.13322260707662373,8.797291666666666,19.116666666666667,0.005121564600031256
8,Joe Ingles,18:34,0,6,.000,0,5,.000,0,0,,0,3,3,1,0,0,0,1,0,-8,202302040MILMIL,18,34,18.566666666666666,0.07736111111111112,0.0,0.0,-1.2523472409800633,9.515416666666667,0.09610026421208809,9.515416666666667,0.0,0.0
9,Jevon Carter,14:11,2,6,.333,2,4,.500,0,0,,1,2,3,1,0,0,0,0,6,+1,202302040MILMIL,14,11,14.183333333333334,0.059097222222222225,0.04878048780487805,0.42303172737955347,-0.15727764574842187,7.268958333333334,-0.19975355922345417,1.2689583333333339,85.1,0.022799223058203654
10,Thanasis Antetokounmpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202302040MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.1570600373361786,0.0,0.0,0.0
11,MarJon Beauchamp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202302040MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.1570600373361786,0.0,0.0,0.0
12,George Hill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202302040MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.1570600373361786,0.0,0.0,0.0
13,Sandro Mamukelashvili,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202302040MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.1570600373361786,0.0,0.0,0.0
14,Jordan Nwora,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202302040MILMIL,0,0,0.0,0.0,0.0,,,0.0,-1.1570600373361786,0.0,0.0,0.0
0,Jrue Holiday,31:49,9,20,.450,2,8,.250,0,0,,0,4,4,8,0,0,1,3,20,+4,202302060PORMIL,31,49,31.816666666666666,0.13256944444444443,0.15748031496062992,0.6286013619696176,0.5170636233791275,16.83631944444444,1.3070644099370337,-3.1636805555555583,636.3333333333334,0.19983774305828164
1,Brook Lopez,31:38,9,12,.750,2,5,.400,7,9,.778,1,8,9,0,1,0,0,3,27,+17,202302060PORMIL,31,38,31.633333333333333,0.13180555555555556,0.2125984251968504,0.8535300316122234,1.2717580013625673,16.739305555555557,1.2867855544937237,-10.260694444444443,854.1,0.2682264269451205
2,Grayson Allen,25:06,1,3,.333,1,3,.333,0,0,,0,3,3,1,0,0,1,3,3,+14,202302060PORMIL,25,6,25.1,0.10458333333333333,0.023622047244094488,0.1195219123505976,-1.191030765765845,13.282083333333333,0.5641208877866465,10.282083333333333,75.30000000000001,0.023647640731726465
3,Giannis Antetokounmpo,22:53,9,14,.643,0,1,.000,6,8,.750,4,9,13,8,0,0,6,5,24,+17,202302060PORMIL,22,53,22.883333333333333,0.09534722222222222,0.1889763779527559,1.0487982520029133,1.926933832713195,12.109097222222223,0.31893109015388854,-11.890902777777777,549.2,0.17247389495171547
4,Pat Connaughton,22:19,4,7,.571,3,6,.500,0,0,,0,4,4,0,2,0,0,4,11,+14,202302060PORMIL,22,19,22.316666666666666,0.09298611111111112,0.08661417322834646,0.49290515309932786,0.06176743498840605,11.809236111111112,0.2562509915109278,0.8092361111111117,245.48333333333332,0.07709298369579438
6,Wesley Matthews,22:17,2,5,.400,2,4,.500,0,0,,1,3,4,0,0,1,0,1,6,+5,202302060PORMIL,22,17,22.283333333333335,0.09284722222222223,0.047244094488188976,0.26925953627524307,-0.6886219659979608,11.791597222222224,0.2525639268848715,5.791597222222224,133.70000000000002,0.041987909240794534
7,Khris Middleton,21:32,5,11,.455,1,3,.333,2,2,1.000,0,3,3,5,1,0,2,2,13,+12,202302060PORMIL,21,32,21.533333333333335,0.08972222222222223,0.10236220472440945,0.6037151702786377,0.43356395662502734,11.394722222222223,0.16960497279859962,-1.6052777777777774,279.93333333333334,0.08791185784198266
8,Jevon Carter,21:15,4,7,.571,3,6,.500,0,0,,1,4,5,3,0,1,0,2,11,+9,202302060PORMIL,21,15,21.25,0.08854166666666667,0.08661417322834646,0.5176470588235295,0.14478298467498227,11.244791666666668,0.1382649234771194,0.24479166666666785,233.75,0.07340818089031953
9,Joe Ingles,20:21,2,4,.500,1,3,.333,0,0,,0,4,4,2,0,0,1,0,5,+14,202302060PORMIL,20,21,20.35,0.08479166666666667,0.03937007874015748,0.24570024570024568,-0.7676695332755333,10.768541666666668,0.038714178573593466,5.768541666666668,101.75,0.031954149328727324
10,MarJon Beauchamp,13:28,2,4,.500,1,3,.333,0,0,,0,4,4,0,0,0,1,2,5,-5,202302060PORMIL,13,28,13.466666666666667,0.05611111111111111,0.03937007874015748,0.3712871287128713,-0.3462927709948952,7.126111111111111,-0.722664666707077,2.1261111111111113,67.33333333333333,0.021145743372327337
11,Sandro Mamukelashvili,3:41,0,0,,0,0,,2,2,1.000,0,1,1,0,0,0,2,0,2,-3,202302060PORMIL,3,41,3.6833333333333336,0.015347222222222224,0.015748031496062992,0.5429864253393665,0.22980317121478502,1.9490972222222225,-1.8048181344546639,-0.05090277777777752,7.366666666666667,0.0023134699432100702
12,Thanasis Antetokounmpo,3:41,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,2,0,-3,202302060PORMIL,3,41,3.6833333333333336,0.015347222222222224,0.0,0.0,-1.5920579689238517,1.9490972222222225,-1.8048181344546639,1.9490972222222225,0.0,0.0
0,Jrue Holiday,36:16,8,16,.500,2,7,.286,0,0,,1,6,7,7,0,0,1,2,18,+22,202302090LALMIL,36,16,36.266666666666666,0.1511111111111111,0.1565217391304348,0.4963235294117647,0.15753261725713372,17.377777777777776,1.2248501970347798,-0.6222222222222236,652.8,0.1880762138905962
1,Giannis Antetokounmpo,35:56,14,23,.609,1,4,.250,9,13,.692,2,8,10,6,1,1,2,3,38,+8,202302090LALMIL,35,56,35.93333333333333,0.14972222222222223,0.33043478260869563,1.0575139146567718,1.8289550118875637,17.218055555555555,1.1997508077512802,-20.781944444444445,1365.4666666666665,0.39340043023970495
2,Brook Lopez,32:34,3,8,.375,1,3,.333,2,2,1.000,6,4,10,3,0,3,1,3,9,+13,202302090LALMIL,32,34,32.56666666666667,0.13569444444444448,0.0782608695652174,0.27635619242579323,-0.49760749702878226,15.604861111111115,0.9462469759879351,6.604861111111115,293.1,0.08444414566687156
3,Grayson Allen,28:19,4,11,.364,4,11,.364,0,0,,1,3,4,0,0,0,1,1,12,+6,202302090LALMIL,28,19,28.316666666666666,0.11798611111111112,0.10434782608695652,0.42377869334902885,-0.05853142588771226,13.568402777777779,0.6262297626233149,1.568402777777779,339.8,0.09789874001229258
4,Pat Connaughton,27:59,2,8,.250,1,5,.200,0,0,,2,3,5,2,2,0,1,0,5,-10,202302090LALMIL,27,59,27.983333333333334,0.11659722222222224,0.043478260869565216,0.1786777843954735,-0.7885281595102814,13.408680555555557,0.6011303733398154,8.408680555555557,139.91666666666669,0.040310963429625084
6,Khris Middleton,24:38,10,18,.556,1,6,.167,1,1,1.000,0,5,5,3,0,1,1,2,22,+4,202302090LALMIL,24,38,24.633333333333333,0.1026388888888889,0.19130434782608696,0.8930987821380244,1.3392689058293001,11.803472222222224,0.34888151104064447,-10.196527777777776,541.9333333333333,0.15613475722188078
7,Wesley Matthews,22:23,1,5,.200,0,3,.000,0,0,,2,4,6,1,1,1,0,2,2,+16,202302090LALMIL,22,23,22.383333333333333,0.0932638888888889,0.017391304347826087,0.08935219657483247,-1.0545711848763775,10.725347222222224,0.17946063337702226,8.725347222222224,44.766666666666666,0.012897587584511372
8,Jevon Carter,13:40,0,2,.000,0,2,.000,0,0,,0,0,0,2,0,1,0,3,0,-10,202302090LALMIL,13,40,13.666666666666666,0.05694444444444445,0.0,0.0,-1.3206934604734433,6.548611111111112,-0.4768883963864922,6.548611111111112,0.0,0.0
9,Sandro Mamukelashvili,12:48,2,4,.500,1,2,.500,1,2,.500,2,1,3,0,1,0,1,2,6,+4,202302090LALMIL,12,48,12.8,0.053333333333333344,0.05217391304347826,0.46875,0.07540894627210164,6.133333333333335,-0.5421468085235911,0.13333333333333464,76.80000000000001,0.022126613398893675
10,MarJon Beauchamp,5:27,1,4,.250,1,4,.250,0,0,,0,1,1,0,0,0,2,2,3,-8,202302090LALMIL,5,27,5.45,0.022708333333333337,0.02608695652173913,0.5504587155963303,0.31876624653049945,2.6114583333333337,-1.0955883422247572,-0.38854166666666634,16.35,0.004710548555623848
11,Thanasis Antetokounmpo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202302090LALMIL,0,0,0.0,0.0,0.0,,,0.0,-1.5059633570099755,0.0,0.0,0.0
12,A.J. Green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202302090LALMIL,0,0,0.0,0.0,0.0,,,0.0,-1.5059633570099755,0.0,0.0,0.0
0,Jrue Holiday,32:33,7,16,.438,3,7,.429,2,2,1.000,2,3,5,6,2,0,3,1,19,+14,202302100LACMIL,32,33,32.55,0.135625,0.15966386554621848,0.5837173579109064,0.520366392302297,16.139375,1.1673346025642164,-2.860624999999999,618.4499999999999,0.18963684495640706
1,Brook Lopez,32:18,9,13,.692,4,6,.667,0,0,,2,13,15,1,1,3,1,1,22,+22,202302100LACMIL,32,18,32.3,0.13458333333333333,0.18487394957983194,0.6811145510835914,0.7846029639018821,16.015416666666667,1.1440809252222996,-5.984583333333333,710.5999999999999,0.21789302615574882
2,Giannis Antetokounmpo,30:27,13,25,.520,1,2,.500,8,11,.727,1,7,8,6,2,0,2,2,35,+20,202302100LACMIL,30,27,30.45,0.12687500000000002,0.29411764705882354,1.1494252873563218,2.055120310090538,15.098125000000001,0.9720037128921165,-19.901874999999997,1065.75,0.32679354436460645
3,Grayson Allen,28:29,2,6,.333,2,5,.400,1,1,1.000,0,0,0,1,0,0,1,0,7,+15,202302100LACMIL,28,29,28.483333333333334,0.11868055555555557,0.058823529411764705,0.2457577530719719,-0.39651102903631985,14.122986111111112,0.7890747844690388,7.122986111111112,199.38333333333333,0.06113740200537629
4,Pat Connaughton,24:00,3,5,.600,2,4,.500,0,0,,2,6,8,3,1,0,2,0,8,+19,202302100LACMIL,24,0,24.0,0.1,0.06722689075630252,0.3333333333333333,-0.15892029022439053,11.9,0.3720588374706664,3.9000000000000004,192.0,0.05887343234154768
6,Joe Ingles,25:17,1,6,.167,1,5,.200,0,0,,0,6,6,6,0,0,1,2,3,+3,202302100LACMIL,25,17,25.283333333333335,0.10534722222222224,0.025210084033613446,0.11865524060646011,-0.7413375177836289,12.536319444444446,0.4914277144925056,9.536319444444446,75.85000000000001,0.02325807209951246
7,Wesley Matthews,18:53,0,1,.000,0,1,.000,0,0,,0,2,2,0,0,0,0,1,0,-10,202302100LACMIL,18,53,18.883333333333333,0.07868055555555556,0.0,0.0,-1.0632467326065447,9.36298611111111,-0.10386642546056137,9.36298611111111,0.0,0.0
8,Jevon Carter,16:50,5,7,.714,3,5,.600,0,0,,0,2,2,1,0,0,1,4,13,-5,202302100LACMIL,16,50,16.833333333333332,0.07013888888888889,0.1092436974789916,0.7722772277227723,1.0319254210313176,8.346527777777778,-0.29454657966427783,-4.653472222222222,218.83333333333331,0.06710140335455911
9,MarJon Beauchamp,15:57,4,7,.571,1,3,.333,1,2,.500,0,0,0,2,2,1,0,1,10,-6,202302100LACMIL,15,57,15.95,0.06645833333333334,0.08403361344537816,0.6269592476489029,0.6376807452282282,7.908541666666667,-0.37670957293905005,-2.0914583333333328,159.5,0.048907877387900284
10,Sandro Mamukelashvili,10:26,1,4,.250,0,1,.000,0,0,,2,1,3,2,0,0,0,1,2,-3,202302100LACMIL,10,26,10.433333333333334,0.04347222222222223,0.01680672268907563,0.19169329073482427,-0.5431867976902899,5.173194444444445,-0.8898407196173443,3.1731944444444453,20.866666666666667,0.006398397334341814
11,Thanasis Antetokounmpo,2:25,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,202302100LACMIL,2,25,2.4166666666666665,0.010069444444444445,0.0,0.0,-1.0632467326065447,1.198263888888889,-1.6355086397148055,1.198263888888889,0.0,0.0
12,A.J. Green,2:25,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,202302100LACMIL,2,25,2.4166666666666665,0.010069444444444445,0.0,0.0,-1.0632467326065447,1.198263888888889,-1.6355086397148055,1.198263888888889,0.0,0.0
0,Giannis Antetokounmpo,45:55,12,26,.462,1,3,.333,11,19,.579,1,12,13,9,0,2,8,4,36,+14,202302140MILMIL,45,55,45.916666666666664,0.17330313895703592,0.2748091603053435,0.7840290381125228,1.0884032916865083,22.702711203371706,1.4769137957165401,-13.297288796628294,1653.0,0.3375076567072756
1,Jrue Holiday,43:16,13,21,.619,8,12,.667,6,6,1.000,0,5,5,7,3,0,5,2,40,+1,202302140MILMIL,43,16,43.266666666666666,0.16330125180851734,0.3053435114503817,0.9244992295839753,1.524987898542504,21.39246398691577,1.3236463584363871,-18.60753601308423,1730.6666666666665,0.35336554822024097
2,Grayson Allen,35:40,3,5,.600,2,3,.667,5,5,1.000,1,3,4,2,1,0,0,3,13,-10,202302140MILMIL,35,40,35.666666666666664,0.13461659432597345,0.09923664122137404,0.36448598130841126,-0.2155462409174259,17.634773856702523,0.8840869156706652,4.634773856702523,463.66666666666663,0.09467093173620092
3,Pat Connaughton,35:03,2,5,.400,1,4,.250,0,0,,1,7,8,3,0,1,1,1,5,-7,202302140MILMIL,35,3,35.05,0.13228911115304773,0.03816793893129771,0.14265335235378032,-0.905007186940781,17.32987356104925,0.8484209082532705,12.32987356104925,175.25,0.035782345334513035
4,Brook Lopez,24:53,0,3,.000,0,3,.000,4,4,1.000,1,1,2,1,0,0,3,3,4,-5,202302140MILMIL,24,53,24.883333333333333,0.09391709127508335,0.030534351145038167,0.1607501674480911,-0.8487618667021384,12.30313895703592,0.26041375893947644,8.30313895703592,99.53333333333333,0.020322602599877494
6,Joe Ingles,31:04,3,7,.429,2,6,.333,0,0,,1,5,6,3,1,0,0,5,8,+11,202302140MILMIL,31,4,31.066666666666666,0.11725482795496006,0.061068702290076333,0.2575107296137339,-0.5480277995684897,15.360382462099768,0.6180377792598335,7.360382462099768,248.53333333333333,0.050745252841489154
7,Khris Middleton,24:52,7,16,.438,1,4,.250,1,1,1.000,4,7,11,4,0,0,1,3,16,+19,202302140MILMIL,24,52,24.866666666666667,0.09385418632446374,0.12213740458015267,0.6434316353887399,0.6514233093134402,12.29489840850475,0.25944981279306034,-3.70510159149525,397.8666666666667,0.08123596270332813
